,Id do vídeo,Título do vídeo,Descrição do vídeo,Quantidade de Likes,Quantidade de Views,Quantidade de comentários,Url da Thumbnail,Hora de publicação do vídeo (ISO 8601),Data de publicação do vídeo
88,OpQFFLBMEPI,P!nk - Just Give Me A Reason ft. Nate Ruess,"P!nk's official music video for 'Just Give Me A Reason' ft. Nate Ruess. Click to listen to P!nk on Spotify: http://smarturl.it/PSpot?IQid=PJGMR

As featured on The Truth About Love. Click to buy the track or album via iTunes: http://smarturl.it/PTALiTunes?IQid=PJGMR
Google Play: http://smarturl.it/PJGMRPlay?IQid=PJGMR
Amazon: http://smarturl.it/PTALAm?IQid=PJGMR

More from P!nk
Just Give Me A Reason: https://youtu.be/OpQFFLBMEPI
So What: https://youtu.be/FJfFZqTlWrQ
Raise Your Glass: https://youtu.be/XjVNlG5cZyQ

Follow P!nk
Website: http://www.pinkspage.com
Facebook: https://www.facebook.com/pink
Twitter: https://twitter.com/Pink

Subscribe to P!nk on YouTube: http://smarturl.it/PSub?IQid=PJGMR

More great Ultimate Hits of the Noughties videos here: http://smarturl.it/UNPlaylist?IQid=PJGMR

---------

Lyrics:

Right from the start
You were a thief
You stole my heart
And I your willing victim
I let you see the parts of me
That weren't all that pretty
And with every touch youfixed them

Now you've been talking in your sleep, oh, oh
Things you never say to me, oh, oh
Tell me that you've had enough
Of our love, our love

Just give me a reason
Just a little bit's enough
Just a second we're not broken just bent
And we can learn to love again
It's in the stars
It's been written in the scars on our hearts
We're not broken just bent
And we can learn to love again""",6846046,1697249808,171965,https://i.ytimg.com/vi/OpQFFLBMEPI/default.jpg,22:00:58,05/02/2013
89,Pkh8UtuejGw,"Shawn Mendes, Camila Cabello - Señorita","Señorita: https://Senorita.lnk.to/OutNow 

Catch Shawn on tour this year: https://www.shawnmendesthetour.com/ 

Stream/buy Shawn Mendes: The Album now: https://IslandRecs.lnk.to/ShawnMendes 

Follow Shawn Mendes: Twitter: https://twitter.com/shawnmendes Instagram: https://www.instagram.com/shawnmendes Facebook: https://www.facebook.com/ShawnMendesO... Website: https://www.shawnmendesofficial.com 

Follow Camila Cabello: Twitter: https://twitter.com/Camila_Cabello Instagram: https://www.instagram.com/camila_cabe... Facebook: https://www.facebook.com/camilacabello/ Website: https://www.camilacabello.com/ 

Lyrics:
I love it when you call me señorita
I wish I could pretend I didn't need ya
But every touch is ooh la la la
It's true, la la la
Ooh, I should be running
Ooh, you keep me coming for you

Land in Miami
The air was hot from summer rain
Sweat dripping off me
Before I even knew her name, la la la
It felt like ooh la la la
Yeah no
Sapphire moonlight
We danced for hours in the sand
Tequila sunrise
Her body fit right in my hands, la la la
It felt like ooh la la la, yeah

I love it when you call me señorita
I wish I could pretend I didn't need you
But every touch is ooh la la la
It's true, la la la
Ooh, I should be running
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave you
But every touch is ooh la la la
It's true, la la la
Ooh, I should be running
Ooh, you keep me coming for ya

Locked in the hotel
There's just some things that never change
You say we're just friends
But friends don't know the way you taste, la la la
'Cause you know it's been a long time coming
Don't you let me fall

Ooh, when your lips undress me
Hooked on your tongue
Ooh love, your kiss is deadly
Don't stop

I love it when you call me señorita
I wish I could pretend I didn't need you
But every touch is ooh la la la
It's true, la la la
Ooh, I should be running
Ooh, you know I love it when you call me señorita
I wish it wasn't so damn hard to leave ya
But every touch is ooh la la la
It's true, la la la
Ooh, I should be running
Ooh, you keep me coming for you
All along I've been coming for you
And I hope it meant something to you
Call my name, I'll be coming for you
Coming for you, coming for you, coming for you

For you (ooh, she loves it when I come)
For you

Ooh, I should be running
Ooh, you keep me coming for you


Music video by Shawn Mendes, Camila Cabello performing Señorita. © 2019 Island Records, a division of UMG Recordings, Inc. 

http://vevo.ly/zZcRQm",20663353,1668206442,645006,https://i.ytimg.com/vi/Pkh8UtuejGw/default.jpg,03:57:42,21/06/2019
90,0yW7w8F2TVA,James Arthur - Say You Won't Let Go,"Watch the official video to ""Say You Won't Let Go"" by James Arthur
Get the song here: https://smg.lnk.to/sayyouwontletgo 

BITTER SWEET LOVE - The new album - OUT NOW
💿 https://jamesarthur.lnk.to/BSL

► Subscribe to the channel: 
https://JamesArthur.lnk.to/YouTube_SubscribeAY 

► Subscribe to the newsletter: 
https://JamesArthur.lnk.to/Newsletter 

► More James Arthur: 
Watch all music videos here: https://www.youtube.com/watch?v=0yW7w8F2TVA&list=PLmaABP4Ks8psm2LqAfFksPrGQ0fs1zjtu
Listen to the complete music library: https://open.spotify.com/playlist/56aGKyRn7Mqd2KHf2R4198?si=88b69930b8f04078 
 
Follow James Arthur
https://www.instagram.com/jamesarthur23
https://www.tiktok.com/@jamesarthur23
https://www.facebook.com/jamesarthur
https://www.twitter.com/jamesarthur23
https://www.jamesarthurofficial.com

#JamesArthur #SayYOuWontLetGo

-----------------------------------------------

Lyrics:
I met you in the dark, you lit me up
You made me feel as though I was enough
We danced the night away, we drank too much
I held your hair back when
You were throwing up

Then you smiled over your shoulder
For a minute, I was stone-cold sober
I pulled you closer to my chest
And you asked me to stay over
I said, I already told ya
I think that you should get some rest

I knew I loved you then
But you'd never know
'Cause I played it cool when I was scared of letting go
I know I needed you
But I never showed
But I wanna stay with you until we're grey and old
Just say you won't let go
Just say you won't let go

I'll wake you up with some breakfast in bed
I'll bring you coffee with a kiss on your head
And I'll take the kids to school
Wave them goodbye
And I'll thank my lucky stars for that night

When you looked over your shoulder
For a minute, I forget that I'm older
I wanna dance with you right now
Oh, and you look as beautiful as ever
And I swear that everyday'll get better
You make me feel this way somehow

I'm so in love with you
And I hope you know
Darling your love is more than worth its weight in gold
We've come so far my dear
Look how we've grown
And I wanna stay with you until we're grey and old
Just say you won't let go
Just say you won't let go

I wanna live with you
Even when we're ghosts
'Cause you were always there for me when I needed you most

I'm gonna love you till
My lungs give out
I promise till death we part like in our vows
So I wrote this song for you, now everybody knows
Finally it's just you and me till we're grey and old
Just say you won't let go
Just say you won't let go

Just say you won't let go
Oh, just say you won't let go",8946419,1650538321,182067,https://i.ytimg.com/vi/0yW7w8F2TVA/default.jpg,07:00:00,09/09/2016
91,UqyT8IEBkvY,Bruno Mars - 24K Magic (Official Music Video),"The official music video for Bruno Mars' ""24K Magic"" from the album '24K Magic'. 

🔔 Subscribe for the latest official music videos, live performances, lyric videos, official audio, and more ➤ https://Atlantic.lnk.to/BMsubscribe

Watch All Of Bruno Mars’ Official Music Videos ➤ https://bit.ly/2U7I3mi

See Bruno Mars on tour ➤ Visit http://brunomars.com/tour for dates and more info.

Get Bruno Mars merchandise ➤ https://brunom.rs/brunomarsstore

Follow Bruno Mars:
http://www.brunomars.com
http://www.instagram.com/brunomars
http://www.twitter.com/brunomars
http://www.facebook.com/brunomars

The official YouTube channel of Atlantic Records artist Bruno Mars. 
 
11x GRAMMY Award winner and 27x GRAMMY Award nominee Bruno Mars is a celebrated singer, songwriter, producer, and musician with iconic hits like ""The Lazy Song"", ""That's What I Like"", ""Just The Way You Are"", ""24K Magic"", ""Locked Out Of Heaven"", and ""When I Was Your Man"". His legendary body of work also includes blockbuster albums such as Doo-Wops & Hooligans, Unorthodox Jukebox, and 24K Magic, as well as era-defining collaborations like ""Uptown Funk"" with Mark Ronson, ""Finesse"" with Cardi B, and ""Nothin' On You"" with B.o.B. Forever classic, yet supremely innovative, Bruno continues to redefine music, style, and popular culture, pushing the boundaries of pop, R&B, funk, soul, hip-hop, and dance, and remains as influential as ever.

#BrunoMars #24KMagic #AtlanticRecords #OfficialMusicVideo",8383661,1647294762,243716,https://i.ytimg.com/vi/UqyT8IEBkvY/default.jpg,03:31:50,07/10/2016
92,NkRpbsSsMxw,"Tutara Peak, Winifred - Orbit (Official Visualiser)","A new collaboration with my dear friend, Winifred. 
Out Now ➞ https://ffm.to/tutarapeak_orbit

Lyrics
Nothing ever works in our favour
I’m just out here trying to savour

You were the first of your kind in my orbit
I wish the stars would align
But they don’t so I just absorb it

They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it

I need a signal
Some kind of flashing light
Some kind of sign
Something to ease my mind

Nothing ever works in our favour
You were the first of your kind in my orbit
I wish the stars would align
But they don’t so I just absorb it

They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it
They don’t so I just absorb it

Echoes find their way back to me
We’re aeons apart no it’s not meant to be this hard, this hard, this hard
All is said and done

Nothing ever, nothing ever, nothing ever, works in our favour
Nothing ever, nothing ever, nothing ever, works in our favour

You were the first of your kind
In my orbit
I wish the stars would align

● Follow me here:
Website ➞ https://www.tutarapeak.com
Facebook ➞ https://www.facebook.com/tutarapeak
Instagram ➞ https://www.instagram.com/tutarapeak
TikTok ➞ https://www.tiktok.com/@tutarapeak
Twitter ➞ https://twitter.com/tutarapeak
Bandcamp ➞ https://tutarapeak.bandcamp.com
Spotify ➞ https://spoti.fi/2TsfPov
Apple Music ➞ https://apple.co/3wRrqMn

● Follow Winifred here: 
Facebook ➞ https://www.facebook.com/musicbyflaws
Instagram ➞ https://www.instagram.com/musicbyflaws
TikTok ➞ https://www.tiktok.com/@musicbyflaws
Spotify ➞ https://rb.gy/5z14h0
Apple Music ➞ https://music.apple.com/us/artist/winifred/1484853103

● Follow Fast Friends here:
Website ➞ https://www.fastfriends.co
Instagram ➞ https://www.instagram.com/wearefastfriends",95,41649,13,https://i.ytimg.com/vi/NkRpbsSsMxw/default.jpg,00:00:21,17/01/2024
93,qod03PVTLqk,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)","Elton John & Dua Lipa’s new single ‘Cold Heart (PNAU Remix)’ is out now! https://EltonJohnDuaLipa.lnk.to/ColdHeart_PNAURemixID
#EltonJohn #DuaLipa #PNAU #ColdHeart

VIDEO CREDITS
Commissioner                                  Katie Dolan
Production Company:                      Blinkink                                           

Director                                            Raman Djafari                                  
Producer                                           Gareth Owen                                    
Executive Producer                          Josef Byrne                                        
Production Assistant                        Molly Turner                                    

3D Design & Modeling                   Raman Djafari
3D Animation                                  Raman Djafari                                  
3D Build                                          Rosa Siabi                                          

2D Design                                        Raman Djafari
Elton & Dua Design                         Seo young                                         

Storyboard Artist                              Raman Djafari
Storyboard Artist                              Ewa Luczkow                                  
Storyboard Artist                             Mysie Pereira                                   

Background Artist                            Xavier Ren                       

2D Animator & 
Clean up Supervisor                         Katie Spangenberg                            
2D Animation                                   Joe Sparkes                                        
2D Animation                                   Thomas Knowler                               
2D Animation                                   Ed Smith                                            

2D Clean Up                                    Simona Mehandzhieva                      
2D Clean Up                                    Chirstopher Aboiralor                        
2D Clean Up                                    Jack Zhang                                         
2D Clean Up                                    Jack Langridge Gould                       
2D Clean Up                                    Krisi Zhupali                                     
2D Clean Up                                    Pete Chownsmith                               
2D Clean Up                                    Martin Dray
2D Clean Up                                    Reed Wiles                                        
2D Clean Up                                    Lydia Reid                                         
2D Clean Up                                    Nili Bhavsar                                       
2D Clean Up                                    Natalie Gray                                      
2D Clean Up                                    Kohana Wilson                                  
2D Clean Up                                    Sameera Joshi                                   
Compositor                                      Raman Djafari

VFX Artist                                       Jack Stone
VFX Artist                                       George Brunt",2889059,518173545,49707,https://i.ytimg.com/vi/qod03PVTLqk/default.jpg,12:00:13,13/08/2021
94,QcIy9NiNbmo,Taylor Swift - Bad Blood ft. Kendrick Lamar,"►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",9988097,1598647078,465746,https://i.ytimg.com/vi/QcIy9NiNbmo/default.jpg,04:00:00,18/05/2015
95,CVTgvAzQQRo,Picture This - Act of Innocence (Music Video),"Listen to “Act of Innocence” here: https://0PictureThis.lnk.to/Act_Of_Innocence

 

Created & Produced by IXN Productions @ixnproductions

Directing DoP: Niclas Andrée @niclas.andree

Choreographer: Amalie Stitz @amalie_stitz

1st AC: Lukas Fahnert @lukasfahnert

2nd AC: David Großmann @daviid.kg

Gaffer: Eric Odavas @highlight030

Styling: Sophia Friedl @sophiiafriedl

H&M: Sophia Friedl @sophiiafriedl & Lucie Gentis @lucie.xg

 

Dancers:

Sandra Villinger @sanyvillinger

Christin Derichs @tinybini

Alisia Reimann @a1isia

Aischa Dawn Ibrahim @aischaibrahim

Tran Minh Bao Ngoc @tmbngoc

Mark Karalus @mark_karalus

Ricco-Jarret @ricco_jarret

Chacki Dudde @c_ocean

Roman Varava @rruddo

Casting: Sandra Villinger & Amalie Stitz",1327,231170,68,https://i.ytimg.com/vi/CVTgvAzQQRo/default.jpg,12:15:01,20/01/2024
96,fWNaR-rxAic,Carly Rae Jepsen - Call Me Maybe,"Get E•MO•TION on iTunes now: http://smarturl.it/E-MO-TION

Sign up for Carly Rae Jepsen news here: http://smarturl.it/CRJ.News

Music video by Carly Rae Jepsen performing Call Me Maybe. (C) 2011 604 Records Inc.
#VEVOCertified on June 8, 2012. http://www.youtube.com/vevocertified",9161669,1598304815,643142,https://i.ytimg.com/vi/fWNaR-rxAic/default.jpg,23:21:04,01/03/2012
97,bo_efYhYU2A,"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)","“CHROMATICA”
THE SIXTH ALBUM BY LADY GAGA
OUT NOW
http://smarturl.it/Chromatica

“RAIN ON ME” 
THE NEW SINGLE & VIDEO FROM LADY GAGA WITH ARIANA GRANDE
OUT NOW
http://smarturl.it/RainOnMeChromatica
WATCH THE VIDEO: https://youtu.be/AoAm4om0wTs

SHOP THE OFFICIAL CHROMATICA COLLECTION: http://smarturl.it/GagaStore

FOLLOW LADY GAGA:
Facebook: http://gaga.lk/facebook
Instagram: http://gaga.lk/Instagram
Snapchat: http://gaga.lk/Snapchat
Twitter: http://gaga.lk/Twitter
Website: http://www.ladygaga.com/
Official Store: http://gaga.lk/GagaStore
Email List: http://gaga.lk/News",8106668,1595980158,200235,https://i.ytimg.com/vi/bo_efYhYU2A/default.jpg,16:30:01,27/09/2018
98,6LmDnMElE8U,COSSMO – airplane mode (visualizer),"“airplane mode” is available on all digital platforms: https://lnk.site/airplanemode

https://www.tiktok.com/@cossmomusic 
https://www.instagram.com/cossmomusic/
https://www.facebook.com/cossmomusic1 
https://www.cossmomusic.com/ 

Lyrics: Mauro Stocker, Claudia Wind (https://www.skylerwind.com/)
Music: Mauro Stocker, Dennis Liechti
Bass & Guitar: Matthias Horvath (https://www.instagram.com/matthias_horvath_/) 
Producing: Dennis Liechti (https://genemomusic.com/)
Mixing: Daniel Milert (https://milertsounds.studio/) 
Mastered: Dan Suter (https://www.echochamber.ch/)

Booking & Management: FrontLine Music http://www.frontlinemusic.ch 
Publishing: FrontLine Publishing http://www.fmmusicgroup.ch 

Video Production: 
Director & Editor: Beda Good (https://instagram.com/begoodpictures )
DOP & Colour Grading: Beda Good


Lyrics: 
lately, i think i think too much
always living in a rush
wish i knew how to turn it off 
i carry all this weight on my shoulder ‘til my back hurts
i’m stressed out ‘cause it feels like i just keep on going backwards 
one step forward, two steps back, i’m moonwalking like jackson
i’m way too overwhelmed but i can’t find the right distractions 

i’m switching to airplane mode 
and flying back home
all these cities seem so peaceful 
as i’m looking out the window 
this world doesn’t seem that evil 
when i switch to airplane mode 
and i fly back home
all my worries start to fade 
over skylines, over haze 
i’m heading to outer space 
and i really wanna stay 

lately, it’s always been the same 
and i think someday
i’ll pack my things and run away 
i keep trying to make it right, i need to meet these expectations 
sometimes i wish i could press pause, i’m losing all my patience 
can’t mess it up while i’m still trying to build up my foundations 
but kinda wanna make it stop

i’m switching to airplane mode 
and flying back home
all these cities seem so peaceful 
as i’m looking out the window 
this world doesn’t seem that evil 
when i switch to airplane mode 
and i fly back home
all my worries start to fade 
over skylines, over haze 
i’m heading to outer space
and i really wanna stay 

in airplane mode
and fly back home 
in airplane mode
fly back home 

i’m switching to airplane mode 
and flying back home
all these cities seem so peaceful 
as i’m looking out the window 
this world doesn’t seem that evil 
when i switch to airplane mode 
and i fly back home
all my worries start to fade 
over skylines, over haze 
i’m heading to outer space 
and i really wanna stay
in airplane mode

#COSSMO #airplanemode

Music video by COSSMO performing airplane mode. (C) 2024 FarMore Records, A Division of the FM Music Group GmbH",26,2898,6,https://i.ytimg.com/vi/6LmDnMElE8U/default.jpg,11:00:09,09/02/2024
99,VbfpW0pbvaU,Shawn Mendes - Stitches (Official Music Video),"New album WONDER available now
Listen here: https://wonder.lnk.to/OutNow

Follow Shawn Mendes
Instagram | https://www.instagram.com/shawnmendes/
Twitter | https://twitter.com/ShawnMendes
Facebook | https://www.facebook.com/ShawnMendesOfficial
Snap | https://www.snapchat.com/add/shawnmendes1
TikTok | https://www.tiktok.com/@shawnmendes
Website | http://www.shawnmendesofficial.com/

Subscribe to YouTube
https://ShawnMendes.lnk.to/Subscribe-OnYouTube",11503961,1585480812,426529,https://i.ytimg.com/vi/VbfpW0pbvaU/default.jpg,00:00:01,25/06/2015
100,Fp8msa5uYsc,Justin Bieber - Ghost,"Justice: The Complete Edition - https://JustinBieber.lnk.to/JusticeTheCompleteEdition 
Shop “Justice” merch - https://justinbieber.lnk.to/OfficialShop
 
Follow Justin: 
https://facebook.com/JustinBieber
https://twitter.com/justinbieber
https://instagram.com/justinbieber
 
Sign up for Justin’s newsletter - http://justinbiebermusic.com
 
Director - Colin Tilley
Executive Producer - Jamee Ranta, Colin Tilley
Producer - Whitney Jackson
Cinematographer - Doug Porter
Editor - Vinnie Hobbs
 
#Justice #JustinBieber #Ghost



http://vevo.ly/OePjvu",3433886,343720827,103785,https://i.ytimg.com/vi/Fp8msa5uYsc/default.jpg,04:00:10,08/10/2021
101,1xjTAVEC8JM,"Maxine Ashley - ""Somebody Else"" - Official Music Video","Stream ""Somebody Else"" on all platforms:
https://ingrv.es/somebody-else-uux-s

Visit Official Website:
https://www.maxineashley.com/

Follow On Social Media:
https://www.instagram.com/maxineashley/
https://www.facebook.com/TheRealMaxineAshley
https://twitter.com/maxineashley
https://www.tiktok.com/@maxineashleymusic


– SONG –

Record Label:
JBR Creative Group

Writers / Composers:

Maxine Ashley (Writer)
Curtis Wilson III (Producer)
Britain Smith (Writer)
Kenneth Gamble (Writer of original)
Leon Huff (Writer of original)

Producers:
Curtis ""Sauce"" Wilson


– MUSIC VIDEO –

Production:
Producer/Director - Michael Rainin
Production Company - Rainpix, Inc
Production Designer - Curtis Weathers
Propmaster - Jeff Wynn
Choreographer - Dondraico Johnson
Cinematographer - Scott Kassenoff
Gaffer - Brad Hazen
Electric BB - Bradley Taylor
Electrician - Ronald Ausborne
Key Grip - Richard Niggemeyer
Best Boy Grip - Hawke Clothier
Grip Driver - Daniel Garcia
1st AC - Marco Escobedo
2nd AC - Joe Vizzini
Production Manager - Keshara Parker

Cast:
Male Model - Tripp Bowers
Boyfriend - Jackson Howden
Female Model - Saadat Maksat
Dancer - Teya Wild
Dancer - Rolanda Catapano

Vanities:
Stylist - Justine Logue
Hair - Emily
Makeup - Selena

Catering - Love Catering
Dolly Rental - JL Fisher

#maxineashley #somebodyelse #jbrcreativegroup #maxine #ericbenet #alisonball",1854,605453,181,https://i.ytimg.com/vi/1xjTAVEC8JM/default.jpg,03:59:21,13/10/2023
102,cn5zPrM4GMM,pizzaboys x PANDIT - Gangsta (Official Visualizer),"🎵 Stream or download ""Gangsta"" here: https://li.sten.to/gangsta 
📱 Create a viral TikTok: https://vm.tiktok.com/ZGeBMhrW4/ 
🔔 Subscribe to my channel: https://bit.ly/SubscribePANDIT 
 
👉 Follow PANDIT:
Instagram: https://www.instagram.com/pandittttttttttttttt/ 
Spotify: https://open.spotify.com/artist/2pECYypNfjVElMZlL7rTVn 
Apple Music: https://music.apple.com/us/artist/pandit/1681276192 
 
👉 Follow pizzaboys:
Instagram: https://www.instagram.com/wearethepizzaboys/
Spotify: https://open.spotify.com/artist/5o2xgKj3RLUXEJyl5g3btl 

Credits:
Music: ACHI (Petre Octavian Ioachim)
Production: ACHI (Petre Octavian Ioachim)

00:00 pizzaboys x PANDIT ”Gangsta”
00:32 Can't wait to see your TikToks ❤️
01:02 pizzaboys x PANDIT ”Gangsta”

(C) & (P) 2024 Creator Records & Hybrid Records

All rights reserved. Unauthorized reproduction is a violation of applicable laws. To avoid copyright infringement, please do not upload this video on your channel.

#PANDIT #pizzaboys #Gangsta #OfficialVideo",120,63857,2,https://i.ytimg.com/vi/cn5zPrM4GMM/default.jpg,12:00:36,09/02/2024
103,CGyEd0aKWZE,Ellie Goulding - Burn (Official Video),"The new album ‘Higher Than Heaven’ – order now: http://elliegoulding.lnk.to/HTHID

Ellie Goulding - Burn (Official Video)

Follow Ellie:
Tik Tok: https://EllieGoulding.lnk.to/TikTokID
Instagram: https://instagram.com/elliegoulding
Facebook: https://facebook.com/elliegoulding
Twitter: https://twitter.com/elliegoulding
Website: https://EllieGoulding.com
Sign Up: http://Ellie.lnk.to/signup

Lyrics

We, we don't have to worry 'bout nothing
'Cause we got the fire
And we're burning one hell of a something
They, they gonna see us from outer space
Outer space, light it up
Like we're the stars of the human race, human race

When the lights turned down, they don't know what they heard
Strike the match, play it loud, giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah, we got the fire, fire, fire
And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn

We don't wanna leave
No, we just wanna be right now, right, ri-ri-right now
And what we see, is everybody's on the floor
Acting crazy, getting loco 'til the light's out
Music's on, I'm waking up
We start the fire, and we burn it up
And it's over now, we got the love
There's no sleeping now, no sleeping now, sleeping now

When the lights turned down, they don't know what they heard
Strike the match, play it loud, giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah, we got the fire, fire, fire
And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn

When the lights turned down, they don't know what they heard
Strike the match, play it loud, giving love to the world
We gonna let it burn, burn, burn, burn, burn, burn (ooh)
Burn, burn, burn, burn, burn, burn (ooh)

We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out
We can light it up, up, up
So they can't put it out, out, out

When the lights turned down, they don't know what they heard
Strike the match, play it loud, giving love to the world
We'll be raising our hands, shining up to the sky
'Cause we got the fire, fire, fire
Yeah, we got the fire, fire, fire
And we gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn
Gonna let it burn, burn, burn, burn
We gonna let it burn, burn, burn, burn (let it burn)

When the lights turned down, they don't know what they heard
Strike the match, play it loud, giving love to the world
We'll be raising our hands, shining up to the sky (burn, burn, burn, burn, we gonna let it burn, burn, let it burn)
'Cause we got the fire, fire, fire
Yeah, we got the fire, fire, fire
And we're gonna let it burn

#EllieGoulding",6125570,1577483010,186281,https://i.ytimg.com/vi/CGyEd0aKWZE/default.jpg,23:00:13,07/07/2013
104,nfs8NYg7yQM,Charlie Puth - Attention [Official Video],"Charlie Puth - Attention [Official Video]
From Charlie's album Voicenotes!
Download/Stream: https://Atlantic.lnk.to/VoicenotesID

Light Switch out now!
Download/stream: https://charlieputh.lnk.to/LightSwitchID

Video Directed by Emil Nava

Written By: Charlie Puth and Jacob Kasher
Produced By: Charlie Puth
Vocal Production: Charlie Puth
Instruments: Korg Triton Studio, Juno 60, Omnisphere, Trillian for the Bass, Rhodes 77, Yamaha DX7, Pro Tools I2, Fender Stratocaster, Martin HD-28 Acoustic
Mixed By: Manny Marroquin & Charlie Puth at Larrabee Sound Studios
Recorded At: Home Studio of Charlie Puth & Tour Bus of Charlie Puth
Mastered By: Dave Kutch at the Mastering Palace

Store - http://smarturl.it/CPAttentionMerchYT

Subscribe for more official content from Charlie Puth:
https://Atlantic.lnk.to/CPsubscribeID

Follow Charlie
http://charlieputh.com 
http://twitter.com/charlieputh 
http://facebook.com/charlieputh 
http://instagram.com/charlieputh
https://soundcloud.com/charlieputh
https://www.tiktok.com/@charlieputh

The official YouTube channel of Atlantic Records artist Charlie Puth. Subscribe for the latest music videos, performances, and more.

#CharliePuth #Attention #MusicVideo",10884902,1568433107,245893,https://i.ytimg.com/vi/nfs8NYg7yQM/default.jpg,17:00:05,24/04/2017
105,5ytUp88cdzo,Edward Maya x toka x Carine - Zilevo | Official Visualizer,"🎵 Stream or download ""Zilevo"" here: https://li.sten.to/zilevo 

📱 Create a viral TikTok: https://vm.tiktok.com/ZGejKqWHe/ 

🔔 Subscribe to my channel: https://bit.ly/

SubscribeEdwardMaya 

Booking & Licensing : office@edwardmaya.com

👉 Follow Edward Maya:
Instagram: https://www.instagram.com/edwardmayaofficial   
TikTok: https://www.tiktok.com/@edwardmayaofficial 
Twitter: https://twitter.com/edwardmaya 
Site: https://www.edwardmaya.com/ 
Spotify: https://open.spotify.com/artist/6XwwFnewNgWp81MYMK8zLq 
Apple Music: ‎Edward Maya - Apple Music 

👉 Follow toka:
Instagram: https://www.instagram.com/tokasoundz 
Spotify: https://open.spotify.com/artist/4iXfHZIKHblaqytMwQhHua 

👉 Follow Carine:
Instagram: https://www.instagram.com/carine.music/ 
TikTok: https://www.tiktok.com/@carine.music 
Spotify: https://open.spotify.com/artist/5EADzWzO9nhqVZdNW7hrBi 
Apple Music: https://music.apple.com/ro/artist/carine/31371558 
 
Credits:
Music: Edward Maya, toka, Elena Mihai, Panagiotis Bougas
Lyrics: Elena Mihai, Alexandru Corlan, Panos Falaras
Production: Edward Maya, toka, Lucian Naste

00:00 Edward Maya x toka x Carine “Zilevo”
01:35 Can't wait to see your TikToks ❤️
01:49 Edward Maya x toka x Carine “Zilevo”

(C) 2024 Creator Records & Mayavin Records & Protasis Music Publishing
(P) 2024 Creator Records & Mayavin Records

All rights reserved. Unauthorized reproduction is a violation of applicable laws. To avoid copyright infringement, please do not upload this video on your channel.
#EdwardMaya #toka #Carine #OfficialVideo
------------------------------------
Lyrics:

Boy, I get it,
It's hard to fall asleep
When your jealousy takes control.
Kind of selfish
To want me for yourself,
You go crazy when I'm out alone.
Zílevo, zílevo,
You see me walking out in my stilettos, stilettos.
And boy, it drives you crazy 'cause you don't know, zílevo,
If you'll ever see me coming back.
Not my problem,
You're feeling insecure
Every time I'm walking out that door.
It's not over,
I want to make it work,
But you gotta learn to trust me more.
Zílevo, zílevo,
You see me walking out in my stilettos, stilettos.
And boy, it drives you crazy 'cause you don't know, zílevo,
If you'll ever see me coming back.
Ooh,
You see me walking out in my stilettos,
And boy, it drives you crazy 'cause you don't know,
If you'll ever see me coming back.",3576,425112,122,https://i.ytimg.com/vi/5ytUp88cdzo/default.jpg,14:45:13,12/01/2024
106,VuNIsY6JdUw,Taylor Swift - You Belong With Me,"Music video by Taylor Swift performing You Belong With Me. (C) 2009 Big Machine Records, LLC
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",10040727,1561503584,439996,https://i.ytimg.com/vi/VuNIsY6JdUw/default.jpg,22:02:30,16/06/2009
